model,env_id,train_seed,episode_index,eval_seed,start_lane,episodic_return,episodic_length,collided,capped,terminated,truncated,eval_action_mode,safeguard_threshold,mc_samples,avg_uncertainty,max_uncertainty,activation_count,activation_rate
mlp_baseline,highway-v0,12345,1,1000,0,320.633500693224,385,1,0,1,0,actor,,,,,,
mlp_baseline,highway-v0,12345,2,1001,2,107.16680570645242,129,1,0,1,0,actor,,,,,,
mlp_baseline,highway-v0,12345,3,1002,1,500.7402264306492,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,4,1003,0,500.5586448915369,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,5,1004,2,500.52301101056884,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,6,1005,1,500.77922407388246,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,7,1006,1,500.72096605779103,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,8,1007,0,500.4795313252139,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,9,1008,1,500.75635504843723,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,10,1009,2,500.5504977252732,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,11,1010,2,500.45575468209483,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,12,1011,0,500.52290560446494,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,13,1012,2,500.53206425681697,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,14,1013,0,500.6698431595922,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,15,1014,1,500.8259408872041,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,16,1015,1,500.79824568086366,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,17,1016,1,500.7888574509324,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,18,1017,2,500.5134499112348,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,19,1018,2,500.551594954948,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,20,1019,1,500.75073670849446,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,21,1020,2,294.56199580308856,354,1,0,1,0,actor,,,,,,
mlp_baseline,highway-v0,12345,22,1021,0,500.6090924077754,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,23,1022,2,500.6415312237068,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,24,1023,0,488.99547492215174,587,1,0,1,0,actor,,,,,,
mlp_baseline,highway-v0,12345,25,1024,1,363.28760158688885,436,1,0,1,0,actor,,,,,,
mlp_baseline,highway-v0,12345,26,1025,2,500.4792486251126,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,27,1026,1,488.2808207742889,586,1,0,1,0,actor,,,,,,
mlp_baseline,highway-v0,12345,28,1027,1,500.7613185525142,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,29,1028,1,500.66687931940356,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,30,1029,1,88.19492851934938,106,1,0,1,0,actor,,,,,,
mlp_baseline,highway-v0,12345,31,1030,1,257.3932228001337,309,1,0,1,0,actor,,,,,,
mlp_baseline,highway-v0,12345,32,1031,2,500.4284307162039,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,33,1032,1,220.72208175865907,265,1,0,1,0,actor,,,,,,
mlp_baseline,highway-v0,12345,34,1033,1,500.81661289609764,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,35,1034,1,500.6714006697587,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,36,1035,0,500.7029589047033,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,37,1036,1,500.77192779435893,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,38,1037,1,500.8278823674921,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,39,1038,1,500.6927770123573,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,40,1039,1,500.7400066382084,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,41,1040,0,500.5807900482614,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,42,1041,2,500.39632004579516,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,43,1042,2,500.54903434341395,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,44,1043,2,500.46894807849037,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,45,1044,0,500.5666282448067,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,46,1045,2,16.098721344101936,20,0,0,1,0,actor,,,,,,
mlp_baseline,highway-v0,12345,47,1046,0,500.62417476213653,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,48,1047,0,373.09305285878946,448,1,0,1,0,actor,,,,,,
mlp_baseline,highway-v0,12345,49,1048,2,500.4168508580934,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,12345,50,1049,2,500.5420646736047,600,0,0,0,1,actor,,,,,,
