model,train_seed,config_name,eval_episodes,eval_type,eval_max_steps,avg_episodic_return,avg_episodic_length,collision_rate,per_episode_csv,actor_checkpoint
deep_sets_mean_max,23456,curriculum_stage_2_easy_overtake,50,full,,145.858522,178.06,0.76,C:\Users\milke\groupCoursework\FYP\experiment_runs\meanmax_continuous_stage2_lite_100k_seed23456_20260507_101613\evaluation_per_episode.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\meanmax_continuous_stage2_lite_100k_seed23456_20260507_101613\checkpoint_actor.pth
