iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4130,22.692308,14.683838,-0.002537,57.78
2,8231,22.409836,14.228338,-0.000539,57.97
3,12337,21.610526,13.900962,-0.000679,57.55
4,16435,21.568421,13.891591,-0.001135,57.8
5,20535,22.905028,15.091504,-0.000707,59.9
6,24654,24.813253,16.512893,-0.001028,59.94
7,28762,24.164706,15.888479,-0.000963,58.34
8,32889,26.455128,17.273611,-0.000417,58.29
9,36993,24.57485,16.245348,-0.000795,57.97
10,41113,25.121951,16.437965,-0.000345,56.92
11,45212,25.779874,17.290703,-0.000465,56.96
12,49315,25.018293,16.292797,-0.000682,57.26
13,53445,26.818182,17.872228,-0.000495,57.34
14,57568,25.450617,16.821413,-0.00053,56.62
15,61694,26.619355,17.901138,-0.000573,51.63
16,65808,26.541935,17.714031,-0.000903,49.35
17,69920,27.597315,18.734414,-0.000552,52.06
18,74021,27.709459,18.383566,-0.000588,41.63
19,78138,31.427481,21.787847,-0.000609,41.46
20,82239,29.934307,20.497741,-0.000699,41.18
21,86363,31.007519,21.076383,-0.00107,40.48
22,90465,30.161765,20.029813,-0.000729,41.04
23,94564,31.290076,21.345359,-0.000686,40.65
24,98703,33.112,22.584341,-0.000811,40.71
25,102801,31.282443,21.260799,-0.00038,40.41
