threshold,episode,seed,episodic_return,episodic_length,collided,avg_uncertainty,max_uncertainty,activation_count,activation_rate
0.0005,1,1000,497.87257942852244,600,False,0.0008433413476511001,0.004505851771682501,388,0.6466666666666666
0.0005,2,1001,17.25840776593427,36,True,0.0010888178209521964,0.003670782083645463,26,0.7222222222222222
0.0005,3,1002,35.40550945406133,53,True,0.0008428369799490474,0.004835008643567562,28,0.5283018867924528
0.0005,4,1003,486.41046654919813,600,False,0.0008339784220697766,0.0039314813911914825,377,0.6283333333333333
0.0005,5,1004,262.8075343962019,323,True,0.0007841546270885414,0.003522456157952547,211,0.653250773993808
0.0005,6,1005,502.295503252957,600,False,0.000816101800104055,0.003628666279837489,375,0.625
0.0005,7,1006,372.3498429875252,463,True,0.0009223710075163481,0.004507405683398247,331,0.714902807775378
0.0005,8,1007,499.76227150517343,600,False,0.0008039334359606679,0.003402274800464511,357,0.595
0.0005,9,1008,25.34111982293799,47,True,0.0007353593888531558,0.00246076169423759,29,0.6170212765957447
0.0005,10,1009,212.04180156323955,270,True,0.0009078292330404683,0.00555249210447073,174,0.6444444444444445
0.0005,11,1010,47.88782941627293,68,True,0.0009499702613110832,0.0025945999659597874,48,0.7058823529411765
0.0005,12,1011,498.56829393405565,600,False,0.0008116871151317658,0.004214824177324772,373,0.6216666666666667
0.0005,13,1012,35.18416796435081,53,True,0.0009575841048093214,0.004144871141761541,34,0.6415094339622641
0.0005,14,1013,31.46498075609823,39,False,0.001065748860874476,0.004430682864040136,27,0.6923076923076923
0.0005,15,1014,48.26743773616478,76,True,0.001065920139234023,0.00393445510417223,54,0.7105263157894737
0.0005,16,1015,25.165172939085494,41,True,0.0006702230830785815,0.0017889949958771467,23,0.5609756097560976
0.0005,17,1016,496.0779416276339,600,False,0.0008199112187291272,0.004425595048815012,358,0.5966666666666667
0.0005,18,1017,495.15997151709854,600,False,0.0008445629966900015,0.005666057113558054,382,0.6366666666666667
0.0005,19,1018,62.57833570620894,103,True,0.0009153882599349848,0.0038159696850925684,64,0.6213592233009708
0.0005,20,1019,46.86702889998264,59,True,0.0009105339170257478,0.003526203101500869,38,0.6440677966101694
0.0005,21,1020,496.83734330919873,600,False,0.0008719837851685952,0.004164723213762045,399,0.665
0.0005,22,1021,95.48055128943781,121,True,0.0008611028482365395,0.0037664270494133234,76,0.628099173553719
0.0005,23,1022,502.17015643685176,600,False,0.000792266408022139,0.0039031244814395905,350,0.5833333333333334
0.0005,24,1023,500.8993817139073,600,False,0.0007972506185971422,0.00526563310995698,364,0.6066666666666667
0.0005,25,1024,33.43090513573011,48,True,0.0009302572129096612,0.002921530744060874,31,0.6458333333333334
0.0005,26,1025,14.770536983237712,31,True,0.0010215768082660712,0.002348777372390032,19,0.6129032258064516
0.0005,27,1026,14.321577380681257,30,True,0.0008600188389209507,0.0024620566982775927,19,0.6333333333333333
0.0005,28,1027,18.106976892561985,36,True,0.0011205991581341045,0.0030175046995282173,29,0.8055555555555556
0.0005,29,1028,38.9033191539395,53,True,0.0007640411234394876,0.0026282647158950567,34,0.6415094339622641
0.0005,30,1029,117.919935597969,153,True,0.0008344308075512565,0.003714658785611391,89,0.5816993464052288
0.0005,31,1030,36.483303511744715,50,True,0.0010468177087022924,0.003190437564626336,35,0.7
0.0005,32,1031,495.2148372372749,600,False,0.0008267637295405923,0.005642666481435299,375,0.625
0.0005,33,1032,43.373708654799756,55,True,0.0010592668774982237,0.00403742678463459,40,0.7272727272727273
0.0005,34,1033,498.3994991096441,600,False,0.000792146792832682,0.004379787482321262,353,0.5883333333333334
0.0005,35,1034,190.32651674758864,241,True,0.0008498792200021038,0.004437422379851341,150,0.6224066390041494
0.0005,36,1035,65.40331968088503,80,True,0.0008061317692522607,0.002229876583442092,57,0.7125
0.0005,37,1036,17.43865032966049,35,True,0.0008966993037444939,0.0025319461710751057,25,0.7142857142857143
0.0005,38,1037,37.05583054730895,54,True,0.0009863227540807674,0.003001498756930232,40,0.7407407407407407
0.0005,39,1038,32.204759522804245,49,True,0.0008689171794388557,0.0023352671414613724,34,0.6938775510204082
0.0005,40,1039,42.440837832171,56,True,0.0007976950897240645,0.002632980467751622,39,0.6964285714285714
0.0005,41,1040,496.31793836852296,600,False,0.0007458018708636397,0.0038475035689771175,364,0.6066666666666667
0.0005,42,1041,103.77593631806762,146,True,0.0008625441277379725,0.003783930093050003,98,0.6712328767123288
0.0005,43,1042,400.95347307458786,515,True,0.0008613110284960446,0.004643868189305067,332,0.6446601941747573
0.0005,44,1043,60.52134155470123,76,True,0.000845761786063361,0.004295319318771362,45,0.5921052631578947
0.0005,45,1044,63.45788978325582,76,True,0.0009379023246621823,0.00545042147859931,49,0.6447368421052632
0.0005,46,1045,138.25361127816257,193,True,0.0007837328449318546,0.0032081501558423042,114,0.5906735751295337
0.0005,47,1046,99.41718762950802,126,True,0.0009103250491130489,0.0034966147504746914,87,0.6904761904761905
0.0005,48,1047,499.13861367146785,600,False,0.0008194264966353633,0.004780150949954987,376,0.6266666666666667
