iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4100,22.905028,16.994561,-0.00192,101.68
2,8215,23.380682,17.450945,-0.001396,105.67
3,12344,24.577381,18.511011,-0.001321,118.46
4,16473,25.024242,18.98232,-0.001245,125.03
5,20584,27.406667,20.942579,-0.001118,119.21
6,24692,28.929577,22.289327,-0.000882,120.39
7,28840,29.41844,22.734076,-0.000979,129.06
8,32980,29.15493,22.58531,-0.000835,128.94
9,37104,32.992,25.940194,-0.000537,125.6
10,41206,30.842105,24.0105,-0.000737,130.66
11,45315,32.611111,25.679336,-0.000664,134.07
12,49426,33.153226,26.120935,-0.000775,12299.12
13,53534,34.233333,26.948173,-0.000942,162.64
