"model","source_file","iteration","timesteps_so_far","avg_episodic_length","avg_episodic_return","avg_loss","iteration_seconds"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","8","32974","23.5","15.104643","-0.001082","47.58"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","9","37073","26.275641","17.858069","-0.000573","46.66"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","10","41169","25.6","16.987183","-0.000974","46.62"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","11","45265","25.440994","16.669172","-0.000599","47.98"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","12","49367","28.289655","18.742934","-0.000765","46.73"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","13","53488","32.448819","22.758807","-0.000742","46.83"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","14","57585","29.688406","19.783418","-0.000508","46.2"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","15","61710","28.645833","19.447728","-0.000656","46.82"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","16","65808","29.695652","19.984667","-0.000629","46.72"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","17","69904","27.306667","18.383415","-0.000615","46.3"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","18","74002","28.262069","19.402817","-0.000737","46.54"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","19","78102","31.538462","21.864814","-0.001232","47.12"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","20","82198","28.84507","19.911423","-0.00072","46.57"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","21","86336","33.104","23.479884","-0.000227","46.74"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","22","90458","34.638655","24.681961","-0.000512","46.86"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","23","94608","35.470085","25.261976","-0.000338","47.13"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","24","98729","32.195312","22.602281","-0.000498","47.11"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","25","102832","35.678261","25.757609","-0.00062","46.47"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","26","106957","33.266129","23.61124","-0.000513","46.52"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","27","111058","36.616071","26.13405","-0.001286","46.13"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","28","115160","34.470588","24.648394","-0.000112","46.24"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","29","119328","37.54955","26.972794","-0.001177","48.3"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","30","123527","40.375","29.272412","-0.000476","47.55"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","31","127628","39.815534","28.663847","-0.000264","46.71"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","32","131728","39.805825","28.788532","-0.000252","46.22"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","33","135842","39.180952","28.331428","-0.000697","47.02"
"deep_sets_mean_max","deep_sets_mean_max_01_curriculum_stage_3_mixed_traffic_training.csv","34","139941","44.554348","33.454033","-0.000645","46.5"
