"model","config","eval_type","episodes","max_steps","avg_episodic_length","avg_episodic_return","collision_rate","checkpoint"
"basic_mlp","curriculum_stage_3_mixed_traffic","capped","10","300","212.6","175.31907","0.5","C:\Users\milke\groupCoursework\FYP\baseline\curriculum_artifacts\stage3_only_all_models_20260423_135615\checkpoints\basic_mlp_curriculum_final_actor.pth"
"basic_mlp","curriculum_stage_3_mixed_traffic","full","10","","139.7","108.722901","0.9","C:\Users\milke\groupCoursework\FYP\baseline\curriculum_artifacts\stage3_only_all_models_20260423_135615\checkpoints\basic_mlp_curriculum_final_actor.pth"
"deep_sets_mean","curriculum_stage_3_mixed_traffic","capped","10","300","117.1","91.570036","0.8","C:\Users\milke\groupCoursework\FYP\Deep_sets_mean_model\curriculum_artifacts\stage3_only_all_models_20260423_135615\checkpoints\deep_sets_mean_curriculum_final_actor.pth"
"deep_sets_mean","curriculum_stage_3_mixed_traffic","full","10","","210.3","169.228453","0.7","C:\Users\milke\groupCoursework\FYP\Deep_sets_mean_model\curriculum_artifacts\stage3_only_all_models_20260423_135615\checkpoints\deep_sets_mean_curriculum_final_actor.pth"
"deep_sets_mean_max","curriculum_stage_3_mixed_traffic","capped","10","300","222.5","182.579519","0.3","C:\Users\milke\groupCoursework\FYP\baseline\curriculum_artifacts\stage3_only_all_models_20260423_135615\checkpoints\deep_sets_mean_max_curriculum_final_actor.pth"
"deep_sets_mean_max","curriculum_stage_3_mixed_traffic","full","10","","151.4","119.156728","0.8","C:\Users\milke\groupCoursework\FYP\baseline\curriculum_artifacts\stage3_only_all_models_20260423_135615\checkpoints\deep_sets_mean_max_curriculum_final_actor.pth"
"self_attention","curriculum_stage_3_mixed_traffic","capped","10","300","117.9","92.429063","0.7","C:\Users\milke\groupCoursework\FYP\self_attention_model\curriculum_artifacts\stage3_only_all_models_20260423_135615\checkpoints\self_attention_curriculum_final_actor.pth"
"self_attention","curriculum_stage_3_mixed_traffic","full","10","","200.9","161.794021","0.8","C:\Users\milke\groupCoursework\FYP\self_attention_model\curriculum_artifacts\stage3_only_all_models_20260423_135615\checkpoints\self_attention_curriculum_final_actor.pth"
