iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4097,13.476974,7.758149,-0.003289,58.87
2,8207,14.221453,8.406293,-0.003232,56.16
3,12309,14.342657,8.610715,-0.002773,54.55
4,16408,14.744604,8.901822,-0.002785,53.85
5,20509,15.417293,9.298677,-0.00301,53.52
6,24608,18.802752,12.027626,-0.003062,52.89
7,28709,17.451064,10.936424,-0.00251,52.65
8,32811,19.816425,12.724735,-0.002306,51.37
9,36918,20.638191,13.49939,-0.001723,51.26
10,41020,20.928571,13.380206,-0.001304,54.37
11,45119,23.158192,15.293213,-0.00139,53.76
12,49215,23.141243,14.954199,-0.000589,55.59
13,53366,23.856322,15.96841,-0.000827,55.45
14,57480,23.11236,15.451403,-0.000519,54.34
15,61586,25.823899,17.373069,-0.000299,54.8
16,65716,27.171053,18.803536,-0.00067,54.61
17,69856,27.236842,18.778639,-0.000355,54.69
18,73955,25.943038,17.574747,-0.000427,54.68
19,78100,25.121212,17.080644,-0.000517,55.55
20,82207,29.335714,20.291927,-0.000425,55.42
21,86331,28.839161,19.926972,-0.00036,55.94
22,90431,29.078014,20.449403,-0.000516,55.04
23,94527,30.340741,21.300394,-0.000382,54.83
24,98626,28.866197,20.147133,-0.000536,54.21
25,102723,30.125,21.340256,-0.000566,53.86
