threshold,episode,seed,episodic_return,episodic_length,collided,avg_uncertainty,max_uncertainty,activation_count,activation_rate
0.0005,1,1000,29.339538135601224,41,True,0.0003495092382874601,0.0009850512724369764,9,0.21951219512195122
0.0005,2,1001,166.9549102345787,200,True,0.0003629456228509298,0.0015483010793104768,45,0.225
0.0005,3,1002,20.344687339296495,36,True,0.0003903422580656803,0.0008064834401011467,11,0.3055555555555556
0.0005,4,1003,36.49003138244871,55,True,0.0004192470830854621,0.002180942567065358,18,0.32727272727272727
0.0005,5,1004,177.22494438378234,205,True,0.00036706118686951657,0.0015714637702330947,50,0.24390243902439024
0.0005,6,1005,125.72005614846252,146,True,0.0003581810627442543,0.0016935261664912105,36,0.2465753424657534
0.0005,7,1006,20.781667111295576,32,True,0.00041698125176026224,0.0011313235154375434,11,0.34375
0.0005,8,1007,34.46202146197819,51,True,0.0003087266099207815,0.0011597165139392018,9,0.17647058823529413
0.0005,9,1008,18.922686203012947,36,True,0.00038219173317581107,0.0014142885338515043,8,0.2222222222222222
0.0005,10,1009,85.92179150674322,114,True,0.00037747794873180203,0.001133257057517767,34,0.2982456140350877
0.0005,11,1010,36.38331725397564,54,True,0.00038738574490977315,0.0012207255931571126,16,0.2962962962962963
0.0005,12,1011,30.055974020295302,40,True,0.0004274538021945773,0.001144138164818287,14,0.35
0.0005,13,1012,19.572535664765514,34,True,0.0003252478064121747,0.0010610864264890552,5,0.14705882352941177
0.0005,14,1013,150.87045765238108,173,True,0.0003690580695000648,0.0013275984674692154,45,0.26011560693641617
0.0005,15,1014,27.441367225092026,47,True,0.00039374390682032174,0.0013693372020497918,13,0.2765957446808511
0.0005,16,1015,17.857802200638556,32,True,0.00036826892937824596,0.001300131087191403,7,0.21875
0.0005,17,1016,16.646919525301236,31,True,0.0003513702290694064,0.0014307001838460565,7,0.22580645161290322
0.0005,18,1017,24.313844944243204,34,True,0.0003576854032336782,0.0009200418135151267,9,0.2647058823529412
0.0005,19,1018,160.07484567646915,187,True,0.00035203538185971003,0.0012945231283083558,46,0.24598930481283424
0.0005,20,1019,20.20932282063633,37,True,0.0004817140235064545,0.0012523876503109932,17,0.4594594594594595
0.0005,21,1020,140.44086440627572,168,True,0.00039782735914394875,0.0016148843569681048,46,0.27380952380952384
0.0005,22,1021,151.60441058109848,166,True,0.0003551154819455493,0.0016042448114603758,40,0.24096385542168675
0.0005,23,1022,200.8035422615504,209,True,0.00036173350296400875,0.0016374944243580103,49,0.23444976076555024
0.0005,24,1023,84.59589344478803,99,True,0.0003647580192453902,0.0012688635615631938,24,0.24242424242424243
