threshold,episodes,avg_episodic_return,avg_episodic_length,collision_rate,avg_uncertainty_per_episode,avg_episode_max_uncertainty,avg_activations_per_episode,avg_activation_rate_per_episode,total_activations
0.0005,50,71.33353114362302,89.38,1.0,0.00036962234214275386,0.0013360997231211514,22.52,0.25094489829896516,1126
0.001,50,67.82617871921501,86.5,1.0,0.0003745630030977999,0.001312912724679336,3.06,0.03757721249253672,153
0.0015,50,62.26408992188067,79.7,1.0,0.0003745932893764975,0.001268768534064293,0.32,0.003802292972291688,16
0.002,50,62.44513967371858,79.96,1.0,0.00037156490129188515,0.001366956626297906,0.08,0.000608578569137602,4
