model,config,eval_type,episodes,max_steps,avg_episodic_length,avg_episodic_return,collision_rate,checkpoint
basic_mlp,curriculum_stage_3_mixed_traffic,capped,10,300,212.6,175.31907,0.5,C:\Users\milke\groupCoursework\FYP\baseline\curriculum_artifacts\stage3_only_all_models_20260423_135615\checkpoints\basic_mlp_curriculum_final_actor.pth
basic_mlp,curriculum_stage_3_mixed_traffic,full,10,,139.7,108.722901,0.9,C:\Users\milke\groupCoursework\FYP\baseline\curriculum_artifacts\stage3_only_all_models_20260423_135615\checkpoints\basic_mlp_curriculum_final_actor.pth
