"run_index","model","train_seed","env_id","base_config_name","config_variant","ego_start_lane_policy","target_timesteps","final_training_return","final_training_length","eval_episodes","eval_type","avg_episodic_return","avg_episodic_length","collision_rate","run_id","run_folder","training_log","training_summary","evaluation_per_episode","evaluation_summary","actor_checkpoint","critic_checkpoint"
"1","self_attention","12345","continuous-spawn-highway-v0","curriculum_stage_2_easy_overtake","curriculum_stage_2_easy_overtake_lite","random","100000","37.619734","47.413793","50","full","98.221996","113.16","0.98","self_attention_continuous_stage2_lite_100k_seed12345_20260506_192915","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed12345_20260506_192915","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed12345_20260506_192915\training_log.csv","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed12345_20260506_192915\training_summary.csv","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed12345_20260506_192915\evaluation_per_episode.csv","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed12345_20260506_192915\evaluation_summary.csv","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed12345_20260506_192915\checkpoint_actor.pth","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed12345_20260506_192915\checkpoint_critic.pth"
"2","self_attention","23456","continuous-spawn-highway-v0","curriculum_stage_2_easy_overtake","curriculum_stage_2_easy_overtake_lite","random","100000","66.025623","83.77551","50","full","198.09465","244.22","0.6","self_attention_continuous_stage2_lite_100k_seed23456_20260506_192918","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed23456_20260506_192918","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed23456_20260506_192918\training_log.csv","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed23456_20260506_192918\training_summary.csv","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed23456_20260506_192918\evaluation_per_episode.csv","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed23456_20260506_192918\evaluation_summary.csv","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed23456_20260506_192918\checkpoint_actor.pth","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed23456_20260506_192918\checkpoint_critic.pth"
"3","self_attention","34567","continuous-spawn-highway-v0","curriculum_stage_2_easy_overtake","curriculum_stage_2_easy_overtake_lite","random","100000","79.553002","100.166667","50","full","256.567017","312.9","0.48","self_attention_continuous_stage2_lite_100k_seed34567_20260506_192920","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed34567_20260506_192920","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed34567_20260506_192920\training_log.csv","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed34567_20260506_192920\training_summary.csv","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed34567_20260506_192920\evaluation_per_episode.csv","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed34567_20260506_192920\evaluation_summary.csv","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed34567_20260506_192920\checkpoint_actor.pth","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_100k_seed34567_20260506_192920\checkpoint_critic.pth"
