"model","env_id","base_config_name","config_variant","ego_start_lane_policy","runs","train_seeds","eval_episodes_per_run","total_eval_episodes","avg_final_training_return","avg_final_training_length","avg_of_eval_avg_episodic_return","avg_of_eval_avg_episodic_length","avg_collision_rate","per_run_summary"
"self_attention","continuous-spawn-highway-v0","curriculum_stage_2_easy_overtake","curriculum_stage_2_easy_overtake_lite","random","3","12345;23456;34567","50","150","61.06612","77.118657","184.294554","223.426667","0.686667","C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_continuous_stage2_lite_3run_100k_20260506\per_run_summary.csv"
