threshold,episode,seed,episodic_return,episodic_length,collided,avg_uncertainty,max_uncertainty,activation_count,activation_rate
1.0,1,1000,498.0219568139726,600,False,0.0007996614787892516,0.004052517935633659,0,0.0
1.0,2,1001,17.25921702461253,36,True,0.001054107310564076,0.0038222898729145527,0,0.0
1.0,3,1002,29.780325852182287,44,True,0.0008842354881463424,0.004268161952495575,0,0.0
1.0,4,1003,41.28666087946136,53,True,0.0007866403418274614,0.002021318068727851,0,0.0
1.0,5,1004,235.16900898685748,293,True,0.0007902336850120792,0.003915129695087671,0,0.0
1.0,6,1005,502.2756451807026,600,False,0.0008469227713567306,0.0064401947893202305,0,0.0
1.0,7,1006,21.052382043029688,35,True,0.0007556053522940991,0.002740926342085004,0,0.0
1.0,8,1007,499.96791245522576,600,False,0.0008402456390467706,0.0040905047208070755,0,0.0
1.0,9,1008,25.349343514311965,47,True,0.0006716517895488613,0.002184733282774687,0,0.0
1.0,10,1009,207.83922133302434,270,True,0.0009306707459742298,0.0033852688502520323,0,0.0
1.0,11,1010,46.35021882928541,65,True,0.000875068814583266,0.0026844069361686707,0,0.0
1.0,12,1011,497.6808981194703,600,False,0.0008079500959077753,0.004477826412767172,0,0.0
1.0,13,1012,32.3391135013774,48,True,0.000968908909271704,0.004962597507983446,0,0.0
1.0,14,1013,42.80464552067791,52,True,0.0008072486093274514,0.0032413036096841097,0,0.0
1.0,15,1014,48.31308469623909,76,True,0.0009082282330813254,0.002804247662425041,0,0.0
1.0,16,1015,22.06517958775735,39,True,0.0007918226054663627,0.0024863560684025288,0,0.0
1.0,17,1016,28.05809430541392,38,True,0.0009081326934392564,0.0035397366154938936,0,0.0
1.0,18,1017,496.34676733689196,600,False,0.0008249509816475135,0.0034077356103807688,0,0.0
1.0,19,1018,39.13491431756498,56,True,0.0010468235655675276,0.0042158327996730804,0,0.0
1.0,20,1019,35.3372266332072,48,True,0.0009367295870106318,0.0024721783120185137,0,0.0
1.0,21,1020,45.68561219383659,57,True,0.0008004294969922691,0.0032374407164752483,0,0.0
1.0,22,1021,40.380133207379565,49,True,0.0007680399602930043,0.0020895758643746376,0,0.0
1.0,23,1022,502.1968374254116,600,False,0.0008108771218106388,0.0035981498658657074,0,0.0
1.0,24,1023,501.1300433710585,600,False,0.000752719478259678,0.003466981928795576,0,0.0
1.0,25,1024,31.763066367549296,48,True,0.0008420155675897453,0.0029615992680191994,0,0.0
1.0,26,1025,14.771729073035278,31,True,0.0008004021886247961,0.0035001863725483418,0,0.0
1.0,27,1026,18.556713561150428,30,True,0.000795044736272151,0.002348226960748434,0,0.0
1.0,28,1027,18.107074630242362,36,True,0.0009805912875688388,0.0031028948724269867,0,0.0
1.0,29,1028,30.827332121122744,40,True,0.0007984926716744667,0.0021171255502849817,0,0.0
1.0,30,1029,485.02882658094654,600,False,0.0007664739501281777,0.004883491434156895,0,0.0
1.0,31,1030,34.096874620957635,50,True,0.0008666122694557998,0.0029840809293091297,0,0.0
1.0,32,1031,499.7635650739678,600,False,0.0008501900547253172,0.004505656659603119,0,0.0
1.0,33,1032,36.07865999752973,55,True,0.0010537948963412252,0.00470255222171545,0,0.0
1.0,34,1033,499.7016875035259,600,False,0.0008332100773562463,0.003595196409150958,0,0.0
1.0,35,1034,25.9614473496673,39,True,0.0006907977729917128,0.002718655625358224,0,0.0
1.0,36,1035,227.101555429866,289,True,0.0007812950232581423,0.0037028142251074314,0,0.0
1.0,37,1036,17.439060443411126,35,True,0.0007266103958889809,0.0026971481274813414,0,0.0
1.0,38,1037,30.466883784179466,45,True,0.0010246436111629009,0.003327766200527549,0,0.0
1.0,39,1038,25.49082025135495,36,True,0.0009444861467879188,0.0033416436053812504,0,0.0
1.0,40,1039,34.68228267802636,49,True,0.0009159604087471962,0.002831657649949193,0,0.0
1.0,41,1040,43.49406857710288,53,True,0.000752991701548761,0.004572856705635786,0,0.0
1.0,42,1041,85.23611424064006,129,True,0.0008738941527441028,0.0030134576372802258,0,0.0
1.0,43,1042,21.30320911026334,42,True,0.0008112251034617657,0.0030692992731928825,0,0.0
1.0,44,1043,43.97589902797211,55,True,0.0009522149007270028,0.0039396388456225395,0,0.0
1.0,45,1044,498.0972759635622,600,False,0.0007839842918914049,0.0034438585862517357,0,0.0
1.0,46,1045,139.53600807912747,184,True,0.000868927436346459,0.004060493316501379,0,0.0
1.0,47,1046,195.64422875474517,243,True,0.0008721169726391334,0.0046859621070325375,0,0.0
1.0,48,1047,48.240208433870286,59,True,0.0008575516282797838,0.0025963655207306147,0,0.0
1.0,49,1048,370.352386374897,468,True,0.0008742697047100825,0.004237896762788296,0,0.0
1.0,50,1049,34.474181451228915,48,True,0.0009648983415975939,0.002699972363188863,0,0.0
