"model","config","eval_type","episodes","max_steps","avg_episodic_length","avg_episodic_return","collision_rate","checkpoint"
"basic_mlp","curriculum_stage_3_mixed_traffic","capped","10","300","222.5","182.545343","0.3","C:\Users\milke\groupCoursework\FYP\baseline1\curriculum_artifacts\stage3_only_all_models_100k_20260424_101952\checkpoints\basic_mlp_curriculum_final_actor.pth"
"basic_mlp","curriculum_stage_3_mixed_traffic","full","10","","326.4","265.181511","0.6","C:\Users\milke\groupCoursework\FYP\baseline1\curriculum_artifacts\stage3_only_all_models_100k_20260424_101952\checkpoints\basic_mlp_curriculum_final_actor.pth"
"deep_sets_mean","curriculum_stage_3_mixed_traffic","capped","10","300","174.7","140.498423","0.5","C:\Users\milke\groupCoursework\FYP\Deep_sets_mean_model\curriculum_artifacts\stage3_only_all_models_100k_20260424_101952\checkpoints\deep_sets_mean_curriculum_final_actor.pth"
"deep_sets_mean","curriculum_stage_3_mixed_traffic","full","10","","332.4","272.300771","0.5","C:\Users\milke\groupCoursework\FYP\Deep_sets_mean_model\curriculum_artifacts\stage3_only_all_models_100k_20260424_101952\checkpoints\deep_sets_mean_curriculum_final_actor.pth"
"deep_sets_mean_max","curriculum_stage_3_mixed_traffic","capped","10","300","199.4","161.046424","0.4","C:\Users\milke\groupCoursework\FYP\mean+max\curriculum_artifacts\stage3_only_all_models_100k_20260424_101952\checkpoints\deep_sets_mean_max_curriculum_final_actor.pth"
"deep_sets_mean_max","curriculum_stage_3_mixed_traffic","full","10","","407.0","332.745487","0.5","C:\Users\milke\groupCoursework\FYP\mean+max\curriculum_artifacts\stage3_only_all_models_100k_20260424_101952\checkpoints\deep_sets_mean_max_curriculum_final_actor.pth"
"self_attention","curriculum_stage_3_mixed_traffic","capped","10","300","221.0","180.963824","0.3","C:\Users\milke\groupCoursework\FYP\self_attention_model\curriculum_artifacts\stage3_only_all_models_100k_20260424_101952\checkpoints\self_attention_curriculum_final_actor.pth"
"self_attention","curriculum_stage_3_mixed_traffic","full","10","","99.3","72.429305","0.9","C:\Users\milke\groupCoursework\FYP\self_attention_model\curriculum_artifacts\stage3_only_all_models_100k_20260424_101952\checkpoints\self_attention_curriculum_final_actor.pth"
