iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4097,7.30303,2.97266,-0.011018,76.79
2,8196,7.493601,3.116047,-0.006642,69.96
3,12294,8.295547,3.73567,-0.011486,67.86
4,16399,10.2625,5.281598,-0.013976,67.53
5,20511,13.66113,8.055363,-0.014083,65.04
6,24607,20.897959,13.961003,-0.005468,62.79
7,28703,24.674699,17.062582,-0.001072,62.14
8,32830,29.478571,21.075435,-0.001298,64.9
9,36935,29.532374,21.388123,-0.001025,81.38
10,41050,29.604317,21.288006,-0.001947,67.46
11,45157,27.938776,20.08322,-0.001436,72.03
12,49262,31.821705,22.964401,-0.002201,56.63
13,53370,35.721739,26.146508,-0.00047,52.23
14,57516,39.865385,29.328127,-0.001996,51.69
15,61631,41.565657,31.162335,-0.000662,54.64
16,65786,44.677419,33.456917,-0.002288,52.51
17,69886,39.423077,28.904383,-0.002639,51.58
18,73999,52.063291,39.568377,-0.001193,50.94
19,78163,55.52,41.944167,-0.00152,51.93
20,82343,53.589744,40.13342,-0.000592,50.51
21,86472,52.935897,40.422096,-0.001237,53.48
22,90607,55.878378,42.30808,-0.002016,61.33
23,94901,63.147059,48.314862,-0.001476,62.46
24,99188,71.45,54.707084,-0.000648,71.35
25,103293,83.77551,66.025623,-0.000523,86.97
