iteration,timesteps_so_far,avg_episodic_length,avg_episodic_return,avg_loss,iteration_seconds
1,4108,20.437811,12.644283,-0.00266,101.62
2,8205,21.338542,13.653033,-0.001527,111.0
3,12310,23.323864,14.897829,-0.000817,99.92
4,16407,22.387978,14.44527,-0.000813,87.33
5,20531,22.413043,14.047221,-0.001198,87.61
6,24641,25.37037,16.822662,-0.000953,87.38
7,28751,26.862745,18.091872,-0.000674,90.78
8,32876,26.442308,17.82203,-0.00077,93.0
9,36972,27.675676,18.811441,-0.000772,93.61
10,41077,28.116438,19.24029,-0.000779,92.56
11,45174,27.313333,18.327866,-0.000639,92.32
12,49301,31.265152,21.94973,-0.000684,84.47
13,53417,28.386207,19.357035,-0.000731,83.39
14,57527,30.671642,21.459117,-0.000876,82.65
15,61638,29.57554,20.608192,-0.000545,86.89
16,65756,32.944,23.370512,-0.000812,83.35
17,69871,30.93985,21.484713,-0.000364,86.23
18,73998,32.496063,23.164717,-0.00065,85.86
19,78109,34.838983,24.983659,-0.000257,84.99
20,82216,33.390244,23.792965,-0.000526,85.33
21,86335,32.690476,23.361321,-0.000605,84.78
22,90447,34.847458,24.949359,-0.000543,83.3
23,94577,35.0,25.129419,-0.000523,79.59
24,98684,37.336364,26.886529,-0.000118,65.33
25,102795,34.258333,24.166775,-0.000311,63.95
26,106894,39.413462,29.015599,-0.000362,65.07
27,111000,37.327273,26.86498,-0.000111,65.95
28,115105,41.887755,30.763057,-0.000245,64.83
29,119259,41.128713,30.164759,-0.000283,66.44
30,123383,40.431373,29.089797,-0.000498,64.9
31,127488,46.647727,34.738909,-0.000442,65.57
32,131602,43.765957,32.476451,-0.000401,67.56
33,135708,39.480769,28.660587,-0.000418,66.42
34,139869,60.304348,46.562145,-0.000391,66.64
35,144008,53.064103,39.902315,-0.000634,66.47
36,148104,53.894737,41.264733,-0.000445,64.74
37,152242,43.104167,31.313373,-0.000399,65.76
38,156345,46.101124,34.249435,-0.000539,66.15
39,160478,44.923913,33.519557,0.00018,66.84
40,164578,49.39759,36.671223,-0.000658,66.13
41,168678,53.246753,39.918637,-0.001615,65.64
42,172793,53.441558,40.695316,0.000312,66.61
43,176931,49.855422,37.448466,-0.000184,67.32
44,181051,52.151899,38.81365,-0.000571,65.96
45,185163,49.542169,36.51873,-0.000113,66.71
46,189298,65.634921,50.622828,-0.000133,66.66
47,193532,54.987013,41.066495,-0.00012,67.29
48,197668,66.709677,52.173979,-0.000326,72.91
49,201838,63.181818,48.011378,-0.000595,68.93
