model_label,display_name,train_seed,episode_index,eval_seed,episodic_return,episodic_length,collided,capped,terminated,truncated,scenario,eval_action_mode,safeguard_threshold,mc_samples,avg_uncertainty,max_uncertainty,activation_count,activation_rate
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,18,1017,501.6295816738678,600,0,0,0,1,overtake_blocked,safeguarded,0.0005,5,0.0004661076297118901,0.002298033330589533,217,0.3616666666666667
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,19,1018,157.12986507992238,200,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0004529445999105519,0.001873257802799344,69,0.345
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,20,1019,22.966486311271105,45,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0004879213991848196,0.0014152458170428872,19,0.4222222222222222
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,21,1020,500.86305830451704,600,0,0,0,1,overtake_easy,safeguarded,0.0005,5,0.0004800335333235732,0.0022056796588003635,228,0.38
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,22,1021,61.28888362681464,79,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.00045505235921385214,0.0018315628403797746,29,0.3670886075949367
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,23,1022,500.73520637938446,600,0,0,0,1,stay_best,safeguarded,0.0005,5,0.0004377578318152094,0.0027424802538007498,204,0.34
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,24,1023,101.52718340731506,125,1,0,1,0,stay_best,safeguarded,0.0005,5,0.00046465340221766384,0.0016309089260175824,45,0.36
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,25,1024,31.491287170779927,44,1,0,1,0,overtake_easy,safeguarded,0.0005,5,0.0004643974793080733,0.0015495996922254562,15,0.3409090909090909
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,26,1025,216.11561358357181,274,1,0,1,0,overtake_blocked,safeguarded,0.0005,5,0.000416605234095452,0.0017745071090757847,86,0.31386861313868614
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,56789,27,1026,24.235013891865524,39,1,0,1,0,overtake_blocked,safeguarded,0.0005,5,0.0004406312400533352,0.0011895097559317946,11,0.28205128205128205
