"model_label","display_name","runs","train_seeds","target_timesteps","avg_train_return","avg_train_length","avg_eval_return","avg_eval_length","collision_rate","avg_uncertainty","avg_max_uncertainty","avg_activations_per_episode","avg_activation_rate","total_activations","safeguard_threshold","mc_samples","excluded_seed","source"
"uncertainty_meanmax_threshold","Uncertainty mean+max threshold","4","12345;23456;34567;45678","100000","26.69675","37.555","216.97046275","267.35","0.66","0.00134525","0.00619975","199.985","0.63436925","39997","0.0005","5","56789","C:\Users\milke\groupCoursework\FYP\experiment_runs\stage3_uncertainty_meanmax_threshold_extend2_100k_20260512_162928\combined_5seed_per_run_summary.csv"
