model_label,display_name,runs,train_seeds,target_timesteps,avg_train_return,avg_train_length,avg_eval_return,avg_eval_length,collision_rate,avg_uncertainty,avg_max_uncertainty,avg_activations_per_episode,avg_activation_rate,total_activations,safeguard_threshold,mc_samples,sources
uncertainty_meanmax_threshold,Uncertainty mean+max threshold,5,12345;23456;34567;45678;56789,100000,27.6844,38.766,211.03564960000003,260.428,0.6839999999999999,0.0011674,0.0053376,176.11599999999999,0.5767396,44029,0.0005,5,C:\Users\milke\groupCoursework\FYP\experiment_runs\stage3_uncertainty_meanmax_threshold_3run_100k_20260512_142042\per_run_summary.csv;C:\Users\milke\groupCoursework\FYP\experiment_runs\stage3_uncertainty_meanmax_threshold_extend2_100k_20260512_162928\per_run_summary.csv
