model,env_id,train_seed,config_name,target_timesteps,iteration,timesteps_so_far,avg_episodic_return,avg_episodic_length,avg_loss,iteration_seconds,training_csv,actor_checkpoint,critic_checkpoint
deep_sets_mean_max,highway-v0,12345,curriculum_stage_2_easy_overtake,300000,72,300677,187.917059,226.421053,-0.000301,60.22,C:\Users\milke\groupCoursework\FYP\experiment_runs\meanmax_highwayv0_stage2_full_20260505_122714\training_log.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\meanmax_highwayv0_stage2_full_20260505_122714\checkpoint_actor.pth,C:\Users\milke\groupCoursework\FYP\experiment_runs\meanmax_highwayv0_stage2_full_20260505_122714\checkpoint_critic.pth
