model,env_id,train_seed,config_name,eval_episodes,eval_type,eval_max_steps,avg_episodic_return,avg_episodic_length,collision_rate,lane_counts,per_episode_csv,actor_checkpoint
deep_sets_mean_max,highway-v0,12345,curriculum_stage_2_easy_overtake,50,full,,437.859438,525.0,0.0,"{""0"": 12, ""1"": 21, ""2"": 17}",C:\Users\milke\groupCoursework\FYP\experiment_runs\meanmax_highwayv0_stage2_full_20260505_122714\evaluation_per_episode.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\meanmax_highwayv0_stage2_full_20260505_122714\checkpoint_actor.pth
