model,env_id,train_seed,episode_index,eval_seed,start_lane,episodic_return,episodic_length,collided,capped,terminated,truncated,eval_action_mode,safeguard_threshold,mc_samples,avg_uncertainty,max_uncertainty,activation_count,activation_rate
mlp_baseline,highway-v0,23456,1,1000,0,501.04529263721184,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,2,1001,2,500.8991474708476,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,3,1002,1,501.1781153166396,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,4,1003,0,500.94846382512185,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,5,1004,2,501.04295262730454,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,6,1005,1,501.27305850164544,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,7,1006,1,146.25281434181545,175,1,0,1,0,actor,,,,,,
mlp_baseline,highway-v0,23456,8,1007,0,119.99118599460762,144,1,0,1,0,actor,,,,,,
mlp_baseline,highway-v0,23456,9,1008,1,501.2374469663733,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,10,1009,2,500.9848330468651,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,11,1010,2,500.9533361664024,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,12,1011,0,500.8989997594353,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,13,1012,2,500.9829012796303,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,14,1013,0,500.92565328219956,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,15,1014,1,501.1447576587733,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,16,1015,1,501.1281519089218,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,17,1016,1,501.22422998293763,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,18,1017,2,501.0679757422087,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,19,1018,2,501.0100626712564,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,20,1019,1,501.37308719379615,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,21,1020,2,39.196382570522026,47,1,0,1,0,actor,,,,,,
mlp_baseline,highway-v0,23456,22,1021,0,500.88073239014113,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,23,1022,2,241.98719439669372,290,1,0,1,0,actor,,,,,,
mlp_baseline,highway-v0,23456,24,1023,0,390.171384536933,468,1,0,1,0,actor,,,,,,
mlp_baseline,highway-v0,23456,25,1024,1,501.1126445367774,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,26,1025,2,500.96620830102154,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,27,1026,1,501.1922892678534,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,28,1027,1,501.37892496263385,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,29,1028,1,501.2202444368353,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,30,1029,1,501.25577731187144,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,31,1030,1,501.34622889813863,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,32,1031,2,501.0335178675742,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,33,1032,1,501.1436359173404,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,34,1033,1,501.1729236254867,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,35,1034,1,501.22824793133515,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,36,1035,0,501.06460142993393,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,37,1036,1,501.1747341586183,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,38,1037,1,501.27749381322275,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,39,1038,1,501.2625916557893,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,40,1039,1,501.3004165960803,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,41,1040,0,500.93166606357045,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,42,1041,2,500.970795777394,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,43,1042,2,501.1335056467677,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,44,1043,2,501.15841098004444,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,45,1044,0,162.69132561423106,195,1,0,1,0,actor,,,,,,
mlp_baseline,highway-v0,23456,46,1045,2,501.0039345225872,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,47,1046,0,501.0588144950188,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,48,1047,0,362.60397432520915,435,1,0,1,0,actor,,,,,,
mlp_baseline,highway-v0,23456,49,1048,2,500.9033772004505,600,0,0,0,1,actor,,,,,,
mlp_baseline,highway-v0,23456,50,1049,2,501.0086962715887,600,0,0,0,1,actor,,,,,,
