threshold,episode,seed,episodic_return,episodic_length,collided,avg_uncertainty,max_uncertainty,activation_count,activation_rate
0.0005,1,1000,95.20536038156548,116,True,0.00038189995552000193,0.0016834150301292539,31,0.2672413793103448
0.0005,2,1001,92.02367090095406,128,True,0.000379916332775565,0.0011394383618608117,32,0.25
0.0005,3,1002,17.341952940628534,29,True,0.00032940538773706566,0.0006431933143176138,4,0.13793103448275862
0.0005,4,1003,55.17505215277217,79,True,0.0004048028580586152,0.0012649771524593234,23,0.2911392405063291
0.0005,5,1004,152.8982393719511,178,True,0.00041187616782766516,0.0014045696007087827,49,0.2752808988764045
0.0005,6,1005,87.44356764160186,94,True,0.0005388858435059987,0.002537375781685114,35,0.3723404255319149
0.0005,7,1006,59.30770640800242,82,True,0.00036750555742267953,0.001498716650530696,16,0.1951219512195122
0.0005,8,1007,19.26920168852365,33,True,0.0003283524668156381,0.0009455363033339381,6,0.18181818181818182
0.0005,9,1008,15.56131686787388,28,True,0.0003291648972663097,0.0011948137544095516,5,0.17857142857142858
0.0005,10,1009,77.42246531131688,95,True,0.0004060830370642514,0.0015668892301619053,28,0.29473684210526313
0.0005,11,1010,154.78945587009287,169,True,0.0003747274466031579,0.0015453966334462166,35,0.20710059171597633
0.0005,12,1011,137.65426566740146,155,True,0.00035290070710846435,0.0016591917956247926,35,0.22580645161290322
0.0005,13,1012,112.21143403493788,138,True,0.00036159174612913523,0.0010483695659786463,36,0.2608695652173913
0.0005,14,1013,142.15345801230032,178,True,0.0003718934898581742,0.001486788154579699,45,0.25280898876404495
0.0005,15,1014,22.013141696684446,36,True,0.00041880135396847135,0.0016214579809457064,10,0.2777777777777778
0.0005,16,1015,15.729450097946055,27,True,0.0004692884262853854,0.0011744978837668896,10,0.37037037037037035
0.0005,17,1016,15.166699916545591,27,True,0.0003889372520562675,0.0008113799849525094,8,0.2962962962962963
0.0005,18,1017,20.526357497082977,33,True,0.0004422654820893623,0.0015784556744620204,13,0.3939393939393939
0.0005,19,1018,130.26472325031423,150,True,0.0004433138123810446,0.0021780729293823242,49,0.32666666666666666
0.0005,20,1019,16.66903462068933,29,True,0.0003999222765209009,0.0012822215212509036,9,0.3103448275862069
0.0005,21,1020,85.38857860958639,125,True,0.0004194092046818696,0.001449196133762598,44,0.352
0.0005,22,1021,189.50337127736358,209,True,0.00040651416305877863,0.00153244414832443,54,0.2583732057416268
0.0005,23,1022,70.14932527408955,83,True,0.0004185976450045643,0.0014129341579973698,27,0.3253012048192771
0.0005,24,1023,102.21977434344595,128,True,0.0003630580847016063,0.002123924670740962,26,0.203125
0.0005,25,1024,16.997424437340726,30,True,0.00047526460451384386,0.0014345680829137564,10,0.3333333333333333
