model,train_seed,config_name,target_timesteps,iteration,timesteps_so_far,avg_episodic_return,avg_episodic_length,avg_loss,iteration_seconds,training_csv,actor_checkpoint,critic_checkpoint
self_attention,12345,curriculum_stage_2_easy_overtake,100000,25,102950,37.619734,47.413793,-0.000163,76.06,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_stage2_lite_seed12345_rerun_100k_20260511_121242\seed12345\training_log.csv,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_stage2_lite_seed12345_rerun_100k_20260511_121242\seed12345\checkpoint_actor.pth,C:\Users\milke\groupCoursework\FYP\experiment_runs\self_attention_stage2_lite_seed12345_rerun_100k_20260511_121242\seed12345\checkpoint_critic.pth
