threshold,episode,seed,episodic_return,episodic_length,collided,avg_uncertainty,max_uncertainty,activation_count,activation_rate
1.0,1,1000,498.0219568139726,600,False,0.0008188310117232808,0.003831127192825079,0,0.0
1.0,2,1001,17.25921702461253,36,True,0.0010814019309085172,0.0028613079339265823,0,0.0
1.0,3,1002,29.780325852182287,44,True,0.0008255807689982413,0.0034889383241534233,0,0.0
1.0,4,1003,41.28666087946136,53,True,0.0009315028006347107,0.0023792481515556574,0,0.0
1.0,5,1004,235.16900898685748,293,True,0.0008737040075252775,0.003867805004119873,0,0.0
1.0,6,1005,502.2756451807026,600,False,0.0008036043502655351,0.004225754179060459,0,0.0
1.0,7,1006,21.052382043029688,35,True,0.000671838502499408,0.0017605359898880124,0,0.0
1.0,8,1007,499.96791245522576,600,False,0.0008166111231245547,0.004699152894318104,0,0.0
1.0,9,1008,25.349343514311965,47,True,0.0008759739626994099,0.0025699555408209562,0,0.0
1.0,10,1009,207.83922133302434,270,True,0.0009261598968603519,0.003857563016936183,0,0.0
1.0,11,1010,46.35021882928541,65,True,0.0007942627434833692,0.002246253192424774,0,0.0
1.0,12,1011,497.6808981194703,600,False,0.0007945612677834409,0.004212554544210434,0,0.0
1.0,13,1012,32.3391135013774,48,True,0.0008021192040056727,0.0031121757347136736,0,0.0
1.0,14,1013,42.80464552067791,52,True,0.0009983314792827093,0.0035932071041315794,0,0.0
1.0,15,1014,48.31308469623909,76,True,0.0008845788764263393,0.002482291543856263,0,0.0
1.0,16,1015,22.06517958775735,39,True,0.0008922258488242873,0.002974016359075904,0,0.0
1.0,17,1016,28.05809430541392,38,True,0.001003043720150967,0.00388737628236413,0,0.0
1.0,18,1017,496.34676733689196,600,False,0.0008582285110545248,0.0034393249079585075,0,0.0
1.0,19,1018,39.13491431756498,56,True,0.0008547515864328099,0.0034653127659112215,0,0.0
1.0,20,1019,35.3372266332072,48,True,0.0009920568528893152,0.0024148786906152964,0,0.0
1.0,21,1020,45.68561219383659,57,True,0.0008192521201093321,0.002808075863867998,0,0.0
1.0,22,1021,40.380133207379565,49,True,0.0008641445007868948,0.002704695099964738,0,0.0
1.0,23,1022,502.1968374254116,600,False,0.000808770687259918,0.004294385202229023,0,0.0
1.0,24,1023,501.1300433710585,600,False,0.0008265693215556288,0.004454051610082388,0,0.0
1.0,25,1024,31.763066367549296,48,True,0.0008151466003785875,0.004237059503793716,0,0.0
1.0,26,1025,14.771729073035278,31,True,0.0012206855831356088,0.0042218961752951145,0,0.0
1.0,27,1026,18.556713561150428,30,True,0.0009437855125725037,0.0024387789890170097,0,0.0
1.0,28,1027,18.107074630242362,36,True,0.0008419906388452444,0.0019800777081400156,0,0.0
1.0,29,1028,30.827332121122744,40,True,0.0010785685031805769,0.003445669077336788,0,0.0
1.0,30,1029,485.02882658094654,600,False,0.0008149732404748041,0.0037453591357916594,0,0.0
1.0,31,1030,34.096874620957635,50,True,0.0007590694971440825,0.0034523778595030308,0,0.0
1.0,32,1031,499.7635650739678,600,False,0.0008745263235687161,0.004917691461741924,0,0.0
1.0,33,1032,36.07865999752973,55,True,0.0008834797115096907,0.0026922347024083138,0,0.0
1.0,34,1033,499.7016875035259,600,False,0.0007423671617076858,0.004443620331585407,0,0.0
1.0,35,1034,25.9614473496673,39,True,0.0009738626327956668,0.0035918396897614002,0,0.0
1.0,36,1035,227.101555429866,289,True,0.0008600046289596016,0.005693708546459675,0,0.0
1.0,37,1036,17.439060443411126,35,True,0.0008702634082250629,0.0024313372559845448,0,0.0
1.0,38,1037,30.466883784179466,45,True,0.0011769582045316283,0.004410583525896072,0,0.0
1.0,39,1038,25.49082025135495,36,True,0.001000614268074666,0.0032415026798844337,0,0.0
1.0,40,1039,34.68228267802636,49,True,0.0008160328928782718,0.0030833850614726543,0,0.0
1.0,41,1040,43.49406857710288,53,True,0.0007789745795889758,0.002756302012130618,0,0.0
1.0,42,1041,85.23611424064006,129,True,0.0007814830820251693,0.002904917811974883,0,0.0
1.0,43,1042,21.30320911026334,42,True,0.0009177043691687729,0.0030426925513893366,0,0.0
1.0,44,1043,43.97589902797211,55,True,0.000968389452398035,0.0033478171098977327,0,0.0
1.0,45,1044,498.0972759635622,600,False,0.0008211618610190878,0.004060408566147089,0,0.0
1.0,46,1045,139.53600807912747,184,True,0.0008664793686757153,0.003974603023380041,0,0.0
1.0,47,1046,195.64422875474517,243,True,0.0008694096536657279,0.004871446173638105,0,0.0
1.0,48,1047,48.240208433870286,59,True,0.0008852660029009774,0.0031012927647680044,0,0.0
1.0,49,1048,370.352386374897,468,True,0.0008925080949813849,0.003981251735240221,0,0.0
1.0,50,1049,34.474181451228915,48,True,0.0009247989817140478,0.004345364402979612,0,0.0
